title syriaca-headword.en		New URI	relation skos---broadMatch		Edition 1	witnesses.Edition 1	title syriaca-headword.Edition 1.syr	title.Edition 1.syr	title.Edition 1.syr-Syrj	title.Edition 1.syr	note prologue.Edition 1.syr	title final-rubric.Edition 1.syr	title.Edition 2.syr	Edition 2		idno URI	idno URI	idno URI	idno URI	idno URI	citedRange pp.Edition 1			Source 1	title abbreviation.Source 1.en	title abbreviation.Source 1.en	title.Source 1.en	title.Source 1.en	title.Source 1.en	Edition 3	witnesses.Edition 3	citedRange entry.Edition 3	Edition 4	note prologue.Edition 4.syr	witnesses.Edition 4	title.Edition 4.syr	title.Edition 4.syr	note incipit.Edition 4.syr		citedRange entry.Edition 4	citedRange entry.Edition 4		citedRange verse.Edition 4	Edition 5	witnesses.Edition 5	citedRange entry.Edition 5	citedRange pp.Edition 5			Source 2	Ms 1	citedRange vol.Ms 1	citedRange fol.Ms 1	Ms 2	citedRange fol.Ms 2	Ms 3	Edition 6	title.Edition 6.syr	citedRange pp.Edition 6	witnesses.Edition 6	Edition 7	citedRange pp.Edition 7	Edition 8	citedRange pp.Edition 8	witnesses.Edition 8	title.Edition 8.syr-Syrj	note prologue.Edition 8.syr-Syrj	Edition 9	citedRange vol.Edition 9	Edition 0	witnesses.Edition 0	Source 3	Source 4	Apparatus 1	citedRange vol.Apparatus 1	citedRange pp.Apparatus 1	Apparatus 2	citedRange vol.Apparatus 2	citedRange pp.Apparatus 2	Catalogue 1	citedRange pp.Catalogue 1	Catalogue 2
***Headword	Syriaca URI	Syriaca ID	In Literary Tradition	UBS Order	UBS bibl	UBS witnesses	Syriac Name (UBS)	Alternate Syriac Name (UBS)	Alternate Syriac Name Vocalized (UBS)	Alternate Syriac Name (UBS)	Rubric (UBS)	Final Rubric (UBS)		Antioch Bible bibl	English Name (Wikipedia)		Wikidata	VIAF URI				Start page in UBS	End page in UBS	SBL Handbook	SBL Abbreviation	SBL Alternate Abbreviation	SBL Title	SBL Alternate Title	SBL Alternate Title	Leiden Electronic Peshitta			CAL					CAL Incipit	CAL ID		CAL Title	CAL Link						OCP Title	OCP Link	Abdisho/Assemani							Lagarde/Other				Lee 1823			Lee 1826				Mosul Edition		Leiden Print			Leiden Preface									
Apocryphal Psalms (151-155)	http://syriaca.org/work/9511	9511	9713																					2432	5 Apoc. Syr. Pss.		Five Apocryphal Syriac Psalms			2438	Ms 1	Apocryphal Psalms	2439						62085	62085 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62085&cset=USyriac]	ApocPs	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62085&cset=USyriac									Mosul, Library of the Chaldean Patriarchate, 1113 (12t4)																			2413	Ms 1		2387									2442
Psalm 151 (Peshitta Version)	http://syriaca.org/work/39	39	9670												Psalm 151	https://en.wikipedia.org/wiki/Psalm_151	https://www.wikidata.org/wiki/Q1052253							2432	Ps 151		Psalm 151			2438	Ms 1																				Mosul, Library of the Chaldean Patriarchate, 1113 (12t4)																			2413	Ms 1		2387									2442
Psalms 152-155 (Peshitta Version)	http://syriaca.org/work/10501	10501	10502												Psalms 152–155	https://en.wikipedia.org/wiki/Psalms_152–155	https://www.wikidata.org/wiki/Q1317857													2438	Ms 1																				Mosul, Library of the Chaldean Patriarchate, 1113 (12t4)																			2413	Ms 1		2387									2442
Tobit (LXX/Septuagint Version)	http://syriaca.org/work/202	202	9686												Tobit	https://en.wikipedia.org/wiki/Book_of_Tobit	https://www.wikidata.org/wiki/Q131737							2432	Tob		Tobit			2438	Ms 1	Tobit	2439		Edition 3			ܟܬܒܐ ܕܡ̈ܠܐ ܛܘܒܝܛ ܗܿܘ ܕܒܝܐܝܠ ܗܿܘ ܕܚܢܢܐܝܠ ܗܿܘ ܕܐܕܘܐܝܠ ܗܿܘ ܕܓܒܐܝܠ ܡܢ ܙܪܥܐ ܕܐܫܐܝܠ ܡܢ ܫܪܒܬܐ ܕܢܦܬܠܝ܂	62067	62067 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62067&cset=USyriac]	Tobit	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62067&cset=USyriac									Deir al-Surian 27b (8f1)																						2387									2442
Prayer of Azariah (Peshitta Version)	http://syriaca.org/work/10503	10503	10504																					2432	Pr Azar		Prayer of Azariah			2438	Ms 1		2439		Edition 0	ܨܠܘܬܐ ܕܚܢܢܝܐ ܘܕܚܒܪ̈ܘܗܝ	ܨܠܘܬܐ ܕܥܙܪܝܐ ܘܕܚܒܪ̈ܘܗܝ	ܡܒܪܟ ܐܢܬ ܡܪܝܐ ܐܠܗܐ ܕܐ̈ܒܗܬܢ ‍<‍ܘܡܫܒܚܬ>‍܂ ܘܡܪܡܪܡ ܘܡܫܒܚ ܫܡܟ ܠܥܠܡ܂܀	62035.001	62035.001 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=001&cset=U]	P Dan	http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=001&cset=U	3:26-50								Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
The history of Bel	http://syriaca.org/work/193	193	9677																											2438	Ms 1		2439		Edition 0	ܒܝܠ ܦܬܟܪܐ		ܘܡܠܟܐ ܐܣܛܝܓܘܣ ܐܬܬܘܣܦ ܥܠ ܐܒܗ̈ܬܗ܂ ܘܩܿܒܠ ܟܘܪܫ ܦܪܣܝܐ ܡܠܟܘܬܗ܂	62035.002	62035.002 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=002&cset=U]	P Bel	http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=002&cset=U									Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
The history of the Dragon	http://syriaca.org/work/194	194	9678																											2438	Ms 1		2439		Edition 0	ܬܢܝܢܐ		ܐܝܬ ܗܘܐ ܕܝܢ ܬܘܒ ܬܡܢ ܬܢܝܢܐ ܪܒܐ܂ ܘܣܿܓܕܝܢ ܗܘܘ ܠܗ ܒܒ̈ܠܝܐ܂	62035.003	62035.003 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=003&cset=U]	P Drag (The Dragon)	http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=003&cset=U									Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
Song of the Three Holy Children (Peshitta Version)	http://syriaca.org/work/54	54	9571																					2432	Sg Three		Song of the Three Young Men			2438	Ms 1		2439		Edition 0			ܗܝܕܝܢ ܬܠܬܝܗܘܢ ܡܢ ܚܕ ܦܘܡܐ ܡܫܒܚܝܢ ܗܘܘ ܘܡܒܪܟܝܢ ܠܐܠܗܐ ܡܢ ܓܘ ܐܬܘܢܐ ܕܢܘܪܐ ܘܐܡܪܝܢ܂	62035.001	62035.001 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=001&cset=U]	P Dan	http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=001&cset=U	3:51-90								Milan, Ambrosian Library, B. 21. Inf. (7a1)						2385																2387									2442
Prayer of Manasseh (Peshitta Version 1)	http://syriaca.org/work/9510	9510	9712												Prayer of Manasseh	https://en.wikipedia.org/wiki/Prayer_of_Manasseh	https://www.wikidata.org/wiki/Q1337449							2432	Pr Man		Prayer of Manasseh			2438	Ms 1	Prayer of Manasseh	2439		Edition 0	ܨܠܿܘܬܐ ܕܡܢܫܐ		ܡܪܝܐ ܐܠܗܐ ܕܐܒ̈ܗܝܢ܂ ܐܠܗܗ ܕܐܒܪܗܡ ܘܕܐܝܣܚܩ ܘܕܝܥܩܘܒ ܘܕܙܪܥܗܘܢ ܙܕܝܩܐ܃	62084	62084 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62084&sub=1&cset=U]	P PrMan 9a1	http://cal1.cn.huc.edu/get_a_chapter.php?file=62084&sub=1&cset=U									Florence, Bibl. Medicea Laurenziana, Orient. 58 (9a1)																				Ms 1	2386	2387									2442
Prayer of Manasseh (Peshitta Version 2)	http://syriaca.org/work/10505	10505	9712												Prayer of Manasseh	https://en.wikipedia.org/wiki/Prayer_of_Manasseh	https://www.wikidata.org/wiki/Q1337449							2432	Pr Man		Prayer of Manasseh			2438	Ms 1	Prayer of Manasseh	2439	ܨܠܘܬܐ ܕܡܢܫܐ ܡܿܠܟܐ ܕܒܢ̈ܝ ܐܝܣܪܐܝܠ ܟܕ ܐܫܬܒܼܝ ܠܒܒܝܠ ܘܨܒ̈ܘ ܕܢܘܩ̈ܕܘܢܝܗܝ ܘܐܬܬܘܼܝ ܟܕ ܗܼܘ ܒܬܘܪܐ ܕܢܚܫܐ ܘܨܿܠܝ ܘܐܬܒܙܥ ܬܘܪܐ ܕܢܚܫܐ ܘܐܫܬܟܼܚ ܩܐܿܡ ܕܠܐ ܢܟܝܢ ܒܐܘܪܫܠܡ܃	Edition 0			ܡܪܝܐ ܫܡܝܢܐ ܐܚܝܕ ܟܠ܂ ܐܠܗܐ ܕܐܒ̈ܗܬܢ܂ ܕܐܒܪܗܡ ܘܕܐܝܣܚܩ ܘܕܝܥܩܘܒ ܘܕܟܠܗ ܙܪܥܗܘܢ ܙܕܝܩ̈ܐ܃	62084	62084 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62084&sub=2&cset=U]	P PrMan 10t1	http://cal1.cn.huc.edu/get_a_chapter.php?file=62084&sub=2&cset=U									Leningrad, M.E. Saltykov-Shchedrin State Public Libr., New ser. 19 (10t1)																			2412	Ms 1	2386	2387									2442
Psalms of Solomon	http://syriaca.org/work/9508	9508	9710												Psalms of Solomon	https://en.wikipedia.org/wiki/Psalms_of_Solomon	https://www.wikidata.org/wiki/Q1418058							2432	Pss. Sol.		Psalms of Solomon			2438	Ms 1		2439	ܙܡܝܼܪܬܐ ܕܡ܊ ܘܬܠܬ	Edition 4, Edition 0			ܓܥܿܝܬ ܠܘܬ ܡܪܝܐ܂ ܟܕ ܐܬܿܐܠܨܬ ܒܐܚܪܝܬܝ܂ ܘܠܘܬ ܐܠܗܐ ܟܕ ܣܡܼܘ ܥܠܝ ܚܿܛ̈ܝܐ	62087	62087 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62087&cset=USyriac]	PsS	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62087&cset=USyriac									Manchester, John Rylands University Library, Ryl. Syr. Ms. 9 (16h1)																			2414	Ms 1		2387									2442
1 Esdras (3 Ezra) (Syro-Hexapla Version)	http://syriaca.org/work/40	40	9706												1 Esdras	https://en.wikipedia.org/wiki/1_Esdras	https://www.wikidata.org/wiki/Q1200049							2432	1 Esd		1 Esdras			2438	Ms 1	1 Esdras	2439		Edition 4, Edition 0			ܘܥܒܕ ܝܘܫܝܐ ܠܦܨܚܐ ܒܐܘܪܫܠܡ ܠܡܪܝܐ ܕܝܠܗ ܘܕܒܚ ܠܦܨܚܐ ܐܪܒܥܣܪ̈ܐ ܕܝܪܚܐ ܩܕܡܝܐ	62082	62082 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62082&cset=USyriac]	1Esdras(3 Ezra)	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62082&cset=USyriac									Cambridge University Library Oo 1.1, 2 (12a1)	2	230b-234a				2385													2416	Ms 1		2387									2442
Canticles (Peshitta Version)	http://syriaca.org/work/10506	10506	10507												Book of Odes (Bible)	https://en.wikipedia.org/wiki/Book_of_Odes_(Bible)	https://www.wikidata.org/wiki/Q997766													2438	Ms 1	Odae																			London, British Library, Add. 17,109 (9t3)																			2411	Ms 1		2387									2442
The two books of Kings (Peshitta Version)	http://syriaca.org/work/45	45	9562		2335										Books of Kings	https://en.wikipedia.org/wiki/Books_of_Kings	https://www.wikidata.org/wiki/Q4224666				280-334									2438	Ms 1																				Milan, Ambrosian Library, B. 21. Inf. (7a1)																			2399	Ms 1		2387									2442
The two books of Chronicles (Peshitta Version)	http://syriaca.org/work/46	46	9563		2335										Books of Chronicles	https://en.wikipedia.org/wiki/Books_of_Chronicles	https://www.wikidata.org/wiki/Q161953				334-392									2438	Ms 1																				Milan, Ambrosian Library, B. 21. Inf. (7a1)																			2408	Ms 1		2387									2442
3 Maccabees (Peshitta Version)	http://syriaca.org/work/62	62	9579												3 Maccabees	https://en.wikipedia.org/wiki/3_Maccabees	https://www.wikidata.org/wiki/Q223169							2432	3 Macc		3 Maccabees			2438	Ms 1	3 Maccabees	2439		Edition 3, Edition 11			ܦܛܠܘܡܐܘܣ ܕܝܢ ܦܝܠܘܡܐܛܘܪ ܝܠܦ ܗܘܐ ܡܢ ܐܝܠܝܢ ܕܦܢܘ ܠܘܬܗ ܕܐܚܕ ܐܢܛܝܘܟܘܣ ܐܬܪ̈ܘܬܐ ܐܝܠܝܢ ܕܗܘ ܫܠܝܛ ܗܘܐ ܥܠܝܗܘܢ ܘܫܩܠ ܐܢܘܢ ܡܢܗ ܘܦܩܕ ܠܟܠܗܘܢ ܚܝܠܘ̈ܬܗ ܠܦܪ̈ܫܐ ܘܠܪ̈ܓܠܐ ܕܢܙܕܝܢܘܢ ܘܕܒܪ ܥܡܗ ܐܦ ܠܚܬܗ ܐܪܣܝܢܘܐܐ ܘܐܬܐ ܥܕܡܐ ܠܐܬܪ̈ܘܬܐ ܕܪܦܝ ܐܝܟܐ ܕܫܪܝܐ ܗܘܬ ܡܫܪܝܬܗ ܕܐܢܛܝܘܟܘܣ܂	62080	62080 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62080&cset=USyriac]	P 3Mac	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62080&cset=USyriac									Milan, Ambrosian Library, B. 21. Inf. (7a1)						2385		255 ff.											2429	Ms 1		2387									2442
4 Maccabees (Peshitta Version)	http://syriaca.org/work/63	63	9580												4 Maccabees	https://en.wikipedia.org/wiki/4_Maccabees	https://www.wikidata.org/wiki/Q230255							2432	4 Macc		4 Maccabees			2438	Ms 1	4 Maccabees	2439		Edition 3, Edition 5	ܣܼܦܪܐ ܕܐܪܒܥܐ ܕܥܠ ܡܩ̈ܒܝܐ ܘܐܡܗܘܢ̈		ܡܠܬܐ ܕܦܝܠܘܣܦܘܬܐ ܡܛܝܒ ܐܢܐ ܕܐܚܿܘܐ ܩܕܡܝܟܘܢ܂ ܕܐܢ ܡܫܠܛܐ ܗܘ ܪܥܝܢܐ ܫܪܝܪܐ ܕܫܿܠܡ ܠܕܚܠܬ ܐܠܗܐ܂ ܘܡܿܠܟ ܐܢܐ ܠܟܘܢ ܬܪܝܨܐܝܬܼ ܕܒܚܦܝܛܘܬܐ ܬܚܘܪܘܢ ܒܦܝܠܣܘܦܘܬܐ܃	62081	62081 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62081&cset=USyriac]	P 4Mac	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62081&cset=USyriac		2431							Milan, Ambrosian Library, B. 21. Inf. (7a1)																			2429	Ms 1		2387									2442
2 Esdras (4 Ezra) (Peshitta Version)	http://syriaca.org/work/41	41	9558												2 Esdras	https://en.wikipedia.org/wiki/2_Esdras	https://www.wikidata.org/wiki/Q230150							2432	2 Esd		2 Esdras			2438	Ms 1	2 Esdras	2439		Edition 5			ܒܫܢܬ ܬܠܬܝܢ ܕܡܦܘܠܬܗܿ ܕܡܕܝܢܬܢ ܐܢܐܿ ܫܠܬܐܝܠ ܕܐܝܬܝ ܥܙܪܐܼ܂ ܐܝܿܬܝ ܗܘܿܝܬ ܒܒܒܠ܂ ܘܪܡܼܐ ܗܿܘܝܬ ܥܠ ܬܫܘܝܬܝ ܘܬܘܝܗ ܗܿܘܝܬ܂ ܘܡܚܫ̈ܒܬܐ ܣܠܩܢ ܗ̈ܘܝ ܥܠ ܠܒܝ܂	62072	62072 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62072&cset=USyriac]	P 4Ezra	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62072&cset=USyriac		2440	Edition 0	4 Ezra [http://ocp.tyndale.ca/docs/text/4Ezra]		4 Ezra	http://ocp.tyndale.ca/docs/text/4Ezra		Milan, Ambrosian Library, B. 21. Inf. (7a1)																			2410	Ms 1		2387									2442
2 Baruch (Apocalypse of Baruch) (Peshitta Version)	http://syriaca.org/work/10508	10508	10509												2 Baruch	https://en.wikipedia.org/wiki/2_Baruch	https://www.wikidata.org/wiki/Q619838							2432	2 Bar.		2 Baruch (Syriac Apocalypse)			2438	Ms 1	Apocalypse of Baruch	2439		Edition 5, Ms 1, Ms 2			ܘܗܼܘܐ ܒܫܢܬ ܥܣܪܝܢ ܘܚܡܫ ܕܝܘܟܢܝܐ ܡܿܠܟܐ ܕܝܗܘܕܐܼ܂ ܗܘܼܐ ܦܬܓܡܗ ܕܡܪܝܐ ܥܠ ܒܪܘܟ ܒܪ ܢܪܝܐ ܘܐܼܡܼܪ ܠܗ܂	62071	62071 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62071&cset=USyriac]	P ApocBar	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62071&cset=USyriac		2441	Edition 0	2 (Syriac Apocalypse of) Baruch [http://ocp.tyndale.ca/docs/text/2Bar]		2 (Syriac Apocalypse of) Baruch	http://ocp.tyndale.ca/docs/text/2Bar		Milan, Ambrosian Library, B. 21. Inf. (7a1)																			2409	Ms 1		2387									2442
Matthew (Old Syriac)	http://syriaca.org/work/9513	9513	9646																					2432	Matt		Matthew						2439		Edition 5		ܐܘܢܓܠܝܘܢ ܕܡ̈ܦܪܫܐ ܡܬܝ	ܟܬܒܐ ܕܬܘ̈ܠܕܬܐ ܕܝܫܘܥ ܡܫܝܚܐ ܒܪܗ ܕܕܘܝܕ ܒܪܗ ܕܐܒܪܗܡ	60040	60040 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=60040&cset=USyriac]	OS Mt	http://cal1.cn.huc.edu/showsubtexts.php?subtext=60040&cset=USyriac		2434	Ms 1, Ms 2						Syriac Sinaiticus			Codex Curetonianus																												
Mark (Old Syriac)	http://syriaca.org/work/9514	9514	9647																					2432	Mark		Mark						2439		Edition 5				60041	60041 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=60041&cset=USyriac]	OS Mk	http://cal1.cn.huc.edu/showsubtexts.php?subtext=60041&cset=USyriac		2435	Ms 1, Ms 2						Syriac Sinaiticus			Codex Curetonianus																												
Luke (Old Syriac)	http://syriaca.org/work/9515	9515	9648																					2432	Luke		Luke						2439		Edition 5	ܐܘܢܓܠܝܘܢ ܕܠܘܩܐ		ܡܛܠ ܕܣܓܝܐܐ ܨܒܘ ܠܡܟܬܒ ܘܠܡܫܬܥܝܘ ܥܠ ܨܒܘ̈ܬܐ ܐܝܠܝܢ ܕܒܢ ܡܫܡ̈ܠܝܢ܂	60042	60042 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=60042&cset=USyriac]	OS Lk	http://cal1.cn.huc.edu/showsubtexts.php?subtext=60042&cset=USyriac		2436	Ms 1, Ms 2						Syriac Sinaiticus			Codex Curetonianus																												
John (Old Syriac)	http://syriaca.org/work/9516	9516	9641																					2432	John		John						2439		Edition 5	ܐܘܢܓܠܝܘܢ ܕܝܘܚܢܢ	ܐܘܢܓܠܝܘܢ܂ ܕܝܘܚܢܢ	ܒܪܫܝܬ ܐܝܬܘܗܝ ܗܘܐ ܡܠܬܐ܂ ܘܗܘ ܡܠܬܐ ܐܝܬܘܗܝ ܗܘܐ ܠܘܬ ܐܠܗܐ܂ ܘܐܠܗܐ ܐܝܬܘܗܝ ܗܘܐ ܗܘ ܡܠܬܐ܂	60043	60043 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=60043&cset=USyriac]	OS Jn	http://cal1.cn.huc.edu/showsubtexts.php?subtext=60043&cset=USyriac		2437	Ms 1, Ms 2						Syriac Sinaiticus			Codex Curetonianus																												
